Unnamed: 0,Tweets,ID,Length,Date,Source,Likes,Retweets,User,Sentiment,Hour,Month,Day,Month_f
0,(2/2) i would hv ported to @reliancejio just stuck with @airtelindia  bcoz of having iPhone 5s in october will sure… https://t.co/MQOucCgW7d,1150417956892839941,140,2019-07-14 14:53:09,Twitter for iPhone,0,0,_NitishBhardwaj,1,14,7,14,JUL
1,"@Airtel_Presence @airtelindia 
I contradict. Airtel is getting worse everyday. Complaining for network issue from l… https://t.co/PT4715dmPL",1150417458559197184,140,2019-07-14 14:51:10,Twitter for iPhone,0,0,azharsid92,-1,14,7,14,JUL
2,"@reliancejio @oppomobileindia Dear teams
 I am regularly customer of your company but I have been face  call drop p… https://t.co/5h3kNDN4vO",1150416258908606464,140,2019-07-14 14:46:24,Twitter for Android,0,0,KUNALKUMAR19952,0,14,7,14,JUL
3,@reliancejio hii sir why don't Dr.mukesh ambani sir come into business of trains like private luxury trains,1150416244811554818,107,2019-07-14 14:46:21,Twitter for Android,0,0,vamsi_marley,0,14,7,14,JUL
4,"@JioCare Jio is undoubtedly the worst service provider with useless support people, almost 2 months gone still nobo… https://t.co/KXr3BaeEQp",1150415474808672259,140,2019-07-14 14:43:17,Twitter for iPhone,0,0,dipri2001,-1,14,7,14,JUL
5,@reliancejio @JioCare #jio very disappointed nowadays as #Jio data speed decrease and I don't know what is happenin… https://t.co/lpGOy8A2nK,1150415447457579014,140,2019-07-14 14:43:11,Twitter for Android,0,0,nafees_sana,-1,14,7,14,JUL
6,RT @reliancejio: India is all set to take another giant leap. Set your alarms and watch the #Chandrayaan2 Launch LIVE only on @OfficialJioT…,1150415417728368642,140,2019-07-14 14:43:03,Twitter for Android,0,9,Aruarun880,1,14,7,14,JUL
7,@JioCare @reliancejio @Airtel_Presence @airtelindia @VodafoneIN @Idea @TRAI  See speed test results of jio 4g netwo… https://t.co/YwLI7a6qAJ,1150415387554508802,140,2019-07-14 14:42:56,Twitter for Android,0,0,shubham_99,0,14,7,14,JUL
8,@JioCare @reliancejio worst service...Slow browsing,1150413911021301760,51,2019-07-14 14:37:04,Twitter for Android,0,0,RamanujSingh_IN,-1,14,7,14,JUL
9,@Krushna_Hindu @reliancejio @Idea @TRAI Not till now but will register if they does not resolve it this time.,1150413530597773312,109,2019-07-14 14:35:34,Twitter Web App,0,0,kmrraghav,0,14,7,14,JUL
10,"@reliancejio @JioCare @smashruwala I'm staying in Gomia, jharkhand 829111. Since last 01 year the net speed of Jio… https://t.co/L6TDt41LjC",1150412682220036096,139,2019-07-14 14:32:11,Twitter for Android,0,0,rohitmishractc,0,14,7,14,JUL
11,"@JioCare @reliancejio

India's fastest 4g network?

Check out my Speedtest result! How fast is your internet? https://t.co/ZtBqhTLlmA",1150412271182475264,133,2019-07-14 14:30:33,Twitter for Android,0,0,lovevediya,1,14,7,14,JUL
12,"Hey frauds, i have not got any assistance till now @reliancejio  @JioCare  #frauds",1150412008891699201,82,2019-07-14 14:29:31,Twitter for iPhone,0,0,Mohit82Mehta,0,14,7,14,JUL
13,"Dear @reliancejio Thank You for your wonderful service , Your store Manager #MohitKalsi in #Kalka Store was brillia… https://t.co/1hhUWBghrp",1150410837431136256,140,2019-07-14 14:24:51,Twitter for iPhone,0,0,OshiSharma,1,14,7,14,JUL
14,"@JioCare there is a major network crisis in Rishikesh, uttarakhand. Kindly look in to the matter. This kind of serv… https://t.co/J4Hx53C87C",1150410655159054336,140,2019-07-14 14:24:08,Twitter for Android,0,0,prateekkalia,1,14,7,14,JUL
15,@reliancejio worst ever call drops near Jalgaon and at Thane,1150409910284197889,60,2019-07-14 14:21:10,Twitter for Android,0,0,RahuulBirla,-1,14,7,14,JUL
16,@hariprasad_ar @reliancejio Me too. Bad bad call drops.,1150409738187956224,55,2019-07-14 14:20:29,Twitter for Android,0,0,KatheleneA,-1,14,7,14,JUL
17,@JioCare @reliancejio  we are in digital India and internet speed of a capital town patna is 0.46 mbps. @DoT_India https://t.co/1mPJslmcCo,1150408383364599808,138,2019-07-14 14:15:06,Twitter for Android,0,0,Stoutdelhi,0,14,7,14,JUL
18,@sarojraj1 @JioCare @reliancejio yes you are right. Same is happening with me also. So many false ring if we're trying to reach someone.,1150407929071190016,136,2019-07-14 14:13:18,Twitter for Android,0,0,imvickyyyyyy,1,14,7,14,JUL
19,"@reliancejio @JioCare @hotstartweets ENJOYING  WATCHING WIMBLEDON FINALS ON HOTSTAR ON JIO 4G CONNECTION.
EXCELLENT VIEWING.",1150407877535944705,124,2019-07-14 14:13:06,Twitter for Android,0,0,leatherbutts,1,14,7,14,JUL
20,@JioCare No plss we have to talk in front the people you'll not do anything in private i know you're just a bot of… https://t.co/b0TnSUpxnN,1150407823781552129,139,2019-07-14 14:12:53,Twitter for Android,0,0,AdarshV35104030,0,14,7,14,JUL
21,@JioCare @reliancejio @TRAI ab samay aa gaya hai ki ab JIO hata kr kisi dusre operator me port krwane ka kyuki itni… https://t.co/vTsXD8PxBE,1150407299900461056,140,2019-07-14 14:10:48,Twitter for Android,0,0,AbhaySharma757,0,14,7,14,JUL
22,"Dear @reliancejio . I Kindly request you to bring back that 2 AM - 5 AM Unlimited Internet Access, or atleast incre… https://t.co/Rv7yesZn0P",1150407176491372548,140,2019-07-14 14:10:19,Twitter Web App,0,0,thedwaragadees,1,14,7,14,JUL
23,@reliancejio @JioCare always call failed not on particular location and not on specific number it’s happening for a… https://t.co/Empq2Qc5E3,1150405875980328961,140,2019-07-14 14:05:08,Twitter for iPhone,0,0,shaileshb_yadav,-1,14,7,14,JUL
24,@RahulKumarSoni5 @reliancejio @JioCare @Airtel_Presence That is the best option left if issue not resolved @RahulKumarSoni5,1150405849497477121,123,2019-07-14 14:05:02,Twitter Web App,1,0,deepak_mahtha2,1,14,7,14,JUL
25,@reliancejio too many spam messages....,1150405333229035522,39,2019-07-14 14:02:59,Twitter for Android,0,0,vaidya_subodh,1,14,7,14,JUL
26,"I don't know what's wrong with Jio services, but it's been the whole day and Jio is showing NO SERVICE. Area - Yela… https://t.co/N1FhfKbvWc",1150405120019980291,140,2019-07-14 14:02:08,Twitter for Android,0,0,iam_souravkumar,-1,14,7,14,JUL
27,@JioCare @reliancejio doesn't seem to be providing promised 64Kbps speed after exhaustion of daily high speed limit… https://t.co/Wo9d5r4Abn,1150404936116494336,140,2019-07-14 14:01:24,Twitter Web App,0,0,maqboolsaleem,1,14,7,14,JUL
28,@deepak_mahtha2 @reliancejio @JioCare Better to go for @Airtel_Presence  . You'll never complain after regarding ne… https://t.co/4NSKLDveIp,1150403854325825539,140,2019-07-14 13:57:06,Twitter Web App,1,0,RahulKumarSoni5,1,13,7,14,JUL
29,@reliancejio very bad connectivity in Allahabad area,1150403762760093698,52,2019-07-14 13:56:45,Twitter for Android,0,0,AnsariFazzo,-1,13,7,14,JUL
30,"Today #CWC19 Final #ENGvsNZ is streaming superbly on @hotstartweets via @reliancejio 

No no no no..... Don't think… https://t.co/PWSsSMDNIv",1150403336006328321,140,2019-07-14 13:55:03,Twitter for Android,0,0,NileshVasava80,1,13,7,14,JUL
31,"@jio @reliancejio @RelianceJioCare  bad attitude of ur jio executives at reliance mall shimpoli borivali w Mumbai,w… https://t.co/4nULyKMWyL",1150402875115180032,140,2019-07-14 13:53:13,Twitter for Android,0,0,ranawathitesh,-1,13,7,14,JUL
33,"@reliancejio @JioCare If you claim it to be 'free', you should show it for free #JioTVSucks #HotstarSucks",1150400673823023104,105,2019-07-14 13:44:28,Twitter for Android,1,0,agogte20,1,13,7,14,JUL
34,Everyone Should complain to GRIEVANCE CELL against @JioCare @reliancejio for Slow Speed and Network.I also try to L… https://t.co/Iu64VYpZ0n,1150400496668069888,140,2019-07-14 13:43:46,Twitter for iPhone,0,0,SayantanChoud14,-1,13,7,14,JUL
35,@hotstartweets Beggers you people. It's the Wimbledon Finals and you suckers ask for payments. How come your system… https://t.co/7xJiV9JqVk,1150400420809859072,140,2019-07-14 13:43:28,Twitter for Android,1,0,agogte20,-1,13,7,14,JUL
36,"Since last 2 days, internet speed in our area is very poor. We have raised many queries on Jio Care Toll Free Numbe… https://t.co/EdqZUz5TVf",1150398318595362816,140,2019-07-14 13:35:07,Twitter for Android,0,0,Dhanraj_IT,1,13,7,14,JUL
37,@reliancejio @JioCare @reliancejio firstly ensure to provide better services rather than getting a name on mobile skin ...,1150398130082344962,122,2019-07-14 13:34:22,Twitter for iPhone,0,0,rajput21693,1,13,7,14,JUL
38,@reliancejio jio network in delhi these days are very disgusting..every call drop suddenly got disconnected..#call drop #jio,1150398093180850176,124,2019-07-14 13:34:13,Twitter Web App,0,0,4e7l2VY1GSrjz3C,-1,13,7,14,JUL
39,@reliancejio the worst network that i've encountered ever. So disgusting,1150398006153211905,72,2019-07-14 13:33:52,Twitter for Android,0,0,SinghaSuranjan,-1,13,7,14,JUL
40,"Dear @reliancejio @JioCare  There are no network since last 2 days in Peppeganj, Pin code 273165. Please help for s… https://t.co/Lbs9G3nMdH",1150397812389154816,140,2019-07-14 13:33:06,Twitter for Android,0,0,TweetsGKS,0,13,7,14,JUL
41,The @VodafoneIN 4G is so Fucked up that I am using an Exhausted 2GB daily @reliancejio to recharge my Jio for some… https://t.co/w4mrGTzzln,1150397676594184192,139,2019-07-14 13:32:34,Twitter for Android,0,0,piyush_nanos,-1,13,7,14,JUL
42,RT @Sourules: @reliancejio what is the procedure to port my @VodafoneIN number into Jio? My plan is expiring on 28th July. Anything special…,1150396442244108288,140,2019-07-14 13:27:39,Twitter Web App,0,1,Alok_Aarya,1,13,7,14,JUL
43,"@JioCare @jio @reliancejio @JioSaavn #JioFiber 
Dear People,
If you think no one apologize you and give you priorit… https://t.co/196xuQA2ri",1150395993680052226,140,2019-07-14 13:25:52,Twitter for Android,0,0,BeingSachin58,0,13,7,14,JUL
44,"Have been calling customer care from so long but no use. @VodafoneIN, trust me I am not going to pay any bill now a… https://t.co/uXwnVhS91w",1150395097856430082,140,2019-07-14 13:22:19,Twitter for Android,0,0,ashish28aug,-1,13,7,14,JUL
45,No shame at all @JioCare for their poor coverage for last 5 yrs shameless people also don't have guts to reply prop… https://t.co/cxBEoCbyJ9,1150394349370216448,140,2019-07-14 13:19:20,Twitter for Android,1,0,ExploreAbhishek,-1,13,7,14,JUL
46,So @reliancejio keeps claiming that @cricketworldcup is live and free via @OfficialJioTV on @hotstartweets but nah!… https://t.co/czwM19heKj,1150394239970242560,140,2019-07-14 13:18:54,Twitter for Android,1,0,attul_yadav,1,13,7,14,JUL
47,Facing slow and and disturbing network. Kindly rectify and Fix. Area - Chembur and nearby @reliancejio @myjio_app,1150394043286691840,113,2019-07-14 13:18:07,Twitter for Android,0,0,EshRocky,-1,13,7,14,JUL
48,@riaz_007 @VodafoneIN @TRAI @VodafoneKerala @reliancejio Thanks bro🤩,1150393970976907264,68,2019-07-14 13:17:50,Twitter for iPhone,0,0,om_616,1,13,7,14,JUL
49,"RT @ErAnkushSharma1: Company name is jio but services are worse that reliance GSM network which was served by ambani last time ,ambani just…",1150393614276546560,140,2019-07-14 13:16:25,Twitter for Android,0,1,anirudhpandeyji,-1,13,7,14,JUL
50,@reliancejio why are you guys not giving that extra 2gb that you used to give every second month for consecutive four days?,1150393220259409921,123,2019-07-14 13:14:51,Twitter for Android,1,0,marmaduke_kunal,0,13,7,14,JUL
51,Hello jio @reliancejio there is always network issue in our area  like network goes off many times in a day near 98… https://t.co/Xwd1Du0svl,1150393080752644096,140,2019-07-14 13:14:18,Twitter Web App,0,0,deepak_mahtha2,1,13,7,14,JUL
52,@sinoth_jm @Airtel_Presence @reliancejio I completely agree with you.. facing network issue ...😠,1150392843459948545,96,2019-07-14 13:13:21,Twitter for Android,1,0,Suruchi_Mehtaa3,1,13,7,14,JUL
53,RT @MayurPa49074422: 4G का पैसा लेके 2G की सर्विस देना कोई जियो से सीखे....!! सीखे इनसे..!! 👌👌😡😡 Don't know what is the use of customer car…,1150392554405281793,140,2019-07-14 13:12:12,Twitter for Android,0,2,SiwamT,0,13,7,14,JUL
54,No shame at all @JioCare for their poor coverage for last 5 yrs shameless people also don't have guts to reply prop… https://t.co/bfsUbPWsgs,1150392240683900928,140,2019-07-14 13:10:58,Twitter for Android,0,0,ExploreAbhishek,-1,13,7,14,JUL
55,"@JioCare, @reliancejio
Hi Sangeeta, your team replied as! Quote: You are experiencing internet issues as there are… https://t.co/VYJa3H7iDK",1150392226649784320,139,2019-07-14 13:10:54,Twitter for Android,0,0,rana_sumer221,0,13,7,14,JUL
56,"@Himansh99012975 @JioCare @reliancejio
 Same issue. even after returning giga fiber device refund is not getting pr… https://t.co/59WJ0OwgOb",1150392217904664579,140,2019-07-14 13:10:52,Twitter Web App,0,0,VinodGadgi,0,13,7,14,JUL
57,"@reliancejio network is totally down at pura deewan, mubarakpur, azamgarh 276404
Even google takes 2 min to open.
T… https://t.co/kdKxnnvEMT",1150392194429153280,140,2019-07-14 13:10:47,Twitter for iPhone,0,0,farooque256,-1,13,7,14,JUL
58,why are the calls dropping after 3 rings? @JioCare @reliancejio,1150392060236615683,63,2019-07-14 13:10:15,Twitter for Android,2,1,sarojraj1,0,13,7,14,JUL
59,"@ACTFibernet Hey there, If anybody is alive in your customer care team, please pick up the damn phone. You have bee… https://t.co/I12MsI5wen",1150391758234312704,140,2019-07-14 13:09:03,Twitter for Android,0,0,Kunal_DW,1,13,7,14,JUL
60,"RT @Himanshu_Uikey_: Here's my Internet Speed. @reliancejio
is cheating on us in the name of 4G by providing worse than 2G network and thei…",1150391430814134272,140,2019-07-14 13:07:45,Twitter for Android,0,5,SiwamT,-1,13,7,14,JUL
61,I can't make it as jio tune please help me @reliancejio @JioCare @JioSaavn @JioNews @jio_money @jio https://t.co/BpgCw6hT1R,1150391113921912833,123,2019-07-14 13:06:29,Twitter for Android,0,0,sakhth__launda,0,13,7,14,JUL
62,"@JioCare @reliancejio horrible service!! Service Request #SR00000XS1ZS is open since 2weeks now, without any action… https://t.co/AePiLbeJn8",1150391071211261952,140,2019-07-14 13:06:19,Twitter for Android,0,0,catchlucky,-1,13,7,14,JUL
63,@Shash_sm @VodafoneIN @airtelindia @reliancejio Good bro,1150390946418139139,56,2019-07-14 13:05:49,Twitter Web App,0,0,mickysmall143,1,13,7,14,JUL
64,"@reliancejio @JioCare 
 Check out my Speedtest result! How fast is your internet? https://t.co/jzgk8nqhMw",1150390795909791744,105,2019-07-14 13:05:13,Twitter for Android,0,0,MajidMewati,1,13,7,14,JUL
65,@reliancejio @JioCare I have issue with your network so I contacted to your customer service but there is no respon… https://t.co/wpuEhUzx18,1150389617125810176,140,2019-07-14 13:00:32,Twitter for Android,0,0,dhanujmunukoti,0,13,7,14,JUL
66,@VodafoneIN seems to be not bothered as they are confirming that these kinds of loot revenue streams exists. Time t… https://t.co/L1cOWZkfuE,1150389502940069888,140,2019-07-14 13:00:05,Twitter for iPhone,0,0,prasadcg,0,13,7,14,JUL
67,"@reliancejio @JioChat @JioCare 
Just bought a new sim and verified your 4G speed. It's really pathetic service. Kin… https://t.co/tjC177YeJ6",1150388881486782472,140,2019-07-14 12:57:37,Twitter for Android,0,0,aa10860303424b1,-1,12,7,14,JUL
68,"@om_616 @VodafoneIN @TRAI @VodafoneKerala @reliancejio Jio, sounds cool brotha",1150388832161808384,78,2019-07-14 12:57:25,Twitter for Android,0,0,riaz_007,1,12,7,14,JUL
69,@riaz_007 @VodafoneIN @TRAI @VodafoneKerala #notovodafone 🤣🤣🤣 worst network ever shall I join @reliancejio ur opinion?,1150388601303080960,118,2019-07-14 12:56:30,Twitter for iPhone,0,0,om_616,-1,12,7,14,JUL
70,"@reliancejio 
its ur Quality. https://t.co/daRGDn3h94",1150388323329830912,53,2019-07-14 12:55:24,Twitter for Android,0,0,VermaAkash0007,0,12,7,14,JUL
71,@JioCare Day 4.. I will tweet daily till my issue is fully resolved from your side. @reliancejio @TRAI,1150387185075441664,102,2019-07-14 12:50:52,Twitter for iPhone,0,0,GauravOberoi1,0,12,7,14,JUL
72,@reliancejio even after returning giga fiber device refund is not getting processed and customer care is just routi… https://t.co/QYTlah1Lvb,1150387113315069952,140,2019-07-14 12:50:35,Twitter Web App,0,0,VinodGadgi,0,12,7,14,JUL
73,"Company name is jio but services are worse that reliance GSM network which was served by ambani last time ,ambani j… https://t.co/KkHDVygPxE",1150387006150545409,140,2019-07-14 12:50:10,Twitter for Android,1,1,ErAnkushSharma1,-1,12,7,14,JUL
74,@JioCare  @reliancejio So much fraud at a newly installed jio tower in my area. Kindly look towards the issue.,1150386010464776192,110,2019-07-14 12:46:12,Twitter for iPhone,0,0,utkarshyadav001,1,12,7,14,JUL
75,"continued from the last post..@TRAI @DoT_India @reliancejio @JioCare 
During the download your stupid 4g net speed… https://t.co/cfP8fBbeRC",1150385804641853441,139,2019-07-14 12:45:23,Twitter Web Client,0,0,KSadashiva,-1,12,7,14,JUL
76,"@AxatShahProf @reliancejio @JioCare If you make running calls while using Jio, what else do you expect?",1150385452823674882,103,2019-07-14 12:43:59,Twitter for Android,0,0,rajivs65,0,12,7,14,JUL
77,Very disappoint to use  @reliancejio . network is less than poor. 2G service of others companies are better than your 4G.,1150384388607057930,121,2019-07-14 12:39:46,Twitter for Android,0,0,snrajput11,1,12,7,14,JUL
78,"@reliancejio is the slowest 4g notwork in india, it's very very slow
It's the only 4g network with 2g or less speed… https://t.co/9wdtKPINkW",1150384230553149440,140,2019-07-14 12:39:08,Twitter for Android,0,0,SOOMAN_SAHA,-1,12,7,14,JUL
79,"@TRAI @DoT_India @reliancejio @JioCare Hello jio people, yesterday I tried to download an android ROM of 1.5 GB for… https://t.co/URX05ZbJZa",1150384207706779648,140,2019-07-14 12:39:02,Twitter Web Client,0,0,KSadashiva,0,12,7,14,JUL
80,"@reliancejio I have been facing a problem in your app due to which m unable to recharge my number...
I would want t… https://t.co/eAvavb0s0k",1150383281520566273,140,2019-07-14 12:35:22,Twitter for Android,0,0,Poornima022716,-1,12,7,14,JUL
81,Thank you so much @Airtel_Presence @airtelindia for finally resolving my network issue. Thank you so much for chang… https://t.co/uTi6U3wDiT,1150382587635888128,140,2019-07-14 12:32:36,Twitter for Android,0,0,adityarajark,1,12,7,14,JUL
82,@reliancejio @JioCare My Jio network was off since morning. I had no service till now. Care to explain?,1150381778445590530,103,2019-07-14 12:29:23,Twitter for iPhone,0,0,thatbrowngirl_9,0,12,7,14,JUL
83,"Here comes beggars of Mukesh from @reliancejio begging to recharge for Rs 149.
And they have no clue to how to impr… https://t.co/Sr91mxwaKl",1150381738712956933,140,2019-07-14 12:29:14,Twitter for Android,0,0,ajaysapra,0,12,7,14,JUL
84,"@TeamJIOUPE @reliancejio no network since 1.5 hrs 

Location -Town Bilariaganj, Dist - Azamgarh UP EAST

PLZ escalate soon...",1150381622019018752,125,2019-07-14 12:28:46,Twitter for Android,0,0,swawaqas,0,12,7,14,JUL
85,@reliancejio More then 60 vouchers of rs 50each available in 9131550894 n9348570708 but My Jio App not allowing me… https://t.co/j44Kackose,1150381255067762688,139,2019-07-14 12:27:18,Twitter for Android,0,0,HarbeersinghM,1,12,7,14,JUL
86,RT @raja_debasis: What is this @airtelindia ? Is this the Service for postpaid customers? 50 minutes and counting to reach your customer ca…,1150380512185159681,140,2019-07-14 12:24:21,Twitter for Android,0,12,shahidfanlover,0,12,7,14,JUL
87,"@mishrap24 @reliancejio This is where AI failed, there is an appreciation from user but jio customer care  replied… https://t.co/tYZ5rPFpBu",1150380190029078528,139,2019-07-14 12:23:04,Twitter for Android,0,0,RAJESHKR023,-1,12,7,14,JUL
88,@reliancejio @OfficialJioTV Excited,1150379795420610560,35,2019-07-14 12:21:30,Twitter for Android,0,0,cupid23g,1,12,7,14,JUL
89,"RT @sagar_patravale: @raja_debasis @airtelindia @reliancejio @Airtel_Presence Omg. @Airtel_Presence ,this is how you listeb to customers. Y…",1150378208887365634,140,2019-07-14 12:15:12,Twitter for Android,0,1,raja_debasis,0,12,7,14,JUL
90,@reliancejio what is mean by unlimited in various plans of jio for prime customer s,1150377316964417536,83,2019-07-14 12:11:39,Twitter Web App,0,0,satygoodtruth,-1,12,7,14,JUL
92,"@reliancejio @JioCare @TRAI @jagograhakjago
What kind of service you were giving to me ,no network since one hour w… https://t.co/7r5MydLu2L",1150376524484210688,140,2019-07-14 12:08:31,Twitter for Android,0,0,Suhailshaikhof,1,12,7,14,JUL
93,"Forget the 2024 projection. Focus on 2018 numbers, India consumes more data than USA, courtesy @reliancejio https://t.co/5QLJTf2mmy",1150375217358757889,131,2019-07-14 12:03:19,Twitter for Android,0,0,BSharma2019,1,12,7,14,JUL
94,"RT @ArjunBelure: My Internet speed is 550Kbps. Thanks to @reliancejio  for their BEST POSSIBLE #4G service🤗. How about u @airtelindia 🤔
@Go…",1150374652037881856,140,2019-07-14 12:01:04,Twitter Web App,0,4,a_n_a_n_d___,1,12,7,14,JUL
95,@MayurPa49074422 @reliancejio @JioCare Thanks #Jio for 44mbps speed https://t.co/SCno064AJs,1150372981060673538,91,2019-07-14 11:54:26,Twitter for Android,1,0,rahmandude,1,11,7,14,JUL
96,I haven' t got ur answer yet...u all have time for who suppose to port their number but not for inhouse customer ?… https://t.co/qXAG583juq,1150372977130659840,139,2019-07-14 11:54:25,Twitter for Android,0,0,dushypatel53,0,11,7,14,JUL
97,"From last 7 days I m facing issue of call drop while running calls.
@reliancejio @JioCare",1150372421062422530,89,2019-07-14 11:52:12,Twitter for Android,1,0,AxatShahProf,0,11,7,14,JUL
98,@PBO7_ @Idea @airtelindia @reliancejio Its very hard to believe but fact is that non of the operators are good all… https://t.co/uFfFF9A5q4,1150372006358994946,139,2019-07-14 11:50:33,Twitter for Android,1,0,RAJESHKR023,1,11,7,14,JUL
99,@reliancejio Your jio sim internet speed is below 2g speed how to play #PUBG  no solution from customer service cen… https://t.co/IOWnWz0XPL,1150371954341249026,140,2019-07-14 11:50:21,Twitter for Android,0,0,sainipawan678,0,11,7,14,JUL
0,@JioCare @reliancejio still no service,1150421725131284480,38,2019-07-14 15:08:07,Twitter for Android,0,0,Suhailshaikhof,0,15,7,14,JUL
1,@rakeshschandel @reliancejio @JioCare Reliance jio. It's already in bad condition. None listen any problem. It's 4g… https://t.co/ISpnLQk1X1,1150421605673082880,140,2019-07-14 15:07:39,Twitter for Android,0,0,AKJhaDbg18,-1,15,7,14,JUL
2,@Uran__Khatola @reliancejio Reliance jio. It's already in bad condition. None listen any problem. It's 4g speed is just like 3g only.,1150421442996998144,133,2019-07-14 15:07:00,Twitter for Android,0,0,AKJhaDbg18,-1,15,7,14,JUL
3,"@reliancejio @JioCare very slow net in my home area,  2-3 Lines of network are coming, Chipiyana Buzurg Village, gr… https://t.co/VAX2r5YQlT",1150421191670128640,140,2019-07-14 15:06:00,Twitter for Android,0,0,kamalvasistha,-1,15,7,14,JUL
4,@AadityajainBJP @JioCare @reliancejio Reliance jio. It's already in bad condition. None listen any problem. It's 4g… https://t.co/413tIgsPZu,1150421117749739520,140,2019-07-14 15:05:42,Twitter for Android,0,0,AKJhaDbg18,-1,15,7,14,JUL
5,@JioCare @reliancejio For the past 3 days my 50% of the data gets used up even if I use it only for 30-45 minutes w… https://t.co/bbIhhJLAfP,1150421075655680001,140,2019-07-14 15:05:32,Twitter for Android,0,0,JaineelShukla,-1,15,7,14,JUL
6,@JioCare Such a poor connection your company has given at bengaluru(yehlanka).from last few hours no connection is… https://t.co/lm7zWWtPuo,1150420945598681088,139,2019-07-14 15:05:01,Twitter for Android,0,0,SouravB97745881,-1,15,7,14,JUL
7,@RohitKu13495311 @reliancejio @JioCare Reliance jio. It's already in bad condition. None listen any problem. It's 4… https://t.co/AxF3FGojRe,1150420933418467328,140,2019-07-14 15:04:58,Twitter for Android,0,0,AKJhaDbg18,-1,15,7,14,JUL
8,@JioCare @reliancejio still issue is same no solution and good service. https://t.co/VIswfWf7aL,1150420819962556417,95,2019-07-14 15:04:31,Twitter for Android,0,0,bhargavbajani,1,15,7,14,JUL
9,@Idea Fed up with your 4G network. I have switched to 3G inspite of having 4G plan. Already contacted your pathetic… https://t.co/305U6bYUOi,1150420775268179968,140,2019-07-14 15:04:21,Twitter for Android,0,0,amaan0_0ak,-1,15,7,14,JUL
10,Watta jio spd  go to hell @reliancejio @JioCare https://t.co/IwpmI00UOW,1150420724110123008,71,2019-07-14 15:04:09,Twitter for Android,0,0,amitgo2,0,15,7,14,JUL
0,Hey @reliancejio @JioCare @JioChat I am not getting my add-on 1.5 GB data/ per day.. this problem was faced by me e… https://t.co/g5fBi6cns0,1150421887912038401,140,2019-07-14 15:08:46,Twitter for Android,0,0,Sarthak58639214,0,15,7,14,JUL
0,@sarojraj1 @JioCare @reliancejio Same happened to me.......,1150423474092953600,59,2019-07-14 15:15:04,Twitter Web App,0,0,munnasharmax,0,15,7,14,JUL
1,"What is the use of data boost vouchers when you don't give 4g speed, in this pathetic 15kbs speed this 5gb will las… https://t.co/AmDXthGmyp",1150423441608044549,140,2019-07-14 15:14:56,Twitter for Android,0,0,ankit3976,-1,15,7,14,JUL
2,"Wow Jio got speed in double figures
@reliancejio @JioCare https://t.co/NRDv3uKfjh",1150423038258634752,81,2019-07-14 15:13:20,Twitter Web App,0,0,Anubhav70735326,1,15,7,14,JUL
0,"@reliancejio Facing slow internet issue from past three-four days. 
If you can't handle that much users at single t… https://t.co/ursc8rvh1T",1150426217834663936,140,2019-07-14 15:25:58,Twitter for Android,0,0,jagrajsgiLL,-1,15,7,14,JUL
1,@JioCare @reliancejio @TRAI ur internet speed has become slower than a Snail.. do something before its too late.,1150426200633794562,112,2019-07-14 15:25:54,Twitter for Android,0,0,aknlucky,-1,15,7,14,JUL
2,"@reliancejio @JioCare @IMGReliance Is Jio network created for few people?? If yes, then please declare it to public… https://t.co/KrOyHrB6sT",1150425144936062978,140,2019-07-14 15:21:43,Twitter for Android,0,0,ankushbansal86,-1,15,7,14,JUL
3,"@reliancejio @JioCare  what a pathetic customer service....
Since 1 month, am not able to make or receive any calls… https://t.co/N0ZxcGiiNW",1150424860515917824,140,2019-07-14 15:20:35,Twitter for Android,0,0,sagar78ranjan,-1,15,7,14,JUL
4,"@JioCare @reliancejio 
What is my complaint number for the internet slow issue.
How can I get the updated of the co… https://t.co/ajrTLDZf84",1150424523696590848,140,2019-07-14 15:19:14,Twitter Web App,0,0,AshishJ99570092,-1,15,7,14,JUL
5,@reliancejio check the speed and rating by  your own app https://t.co/VCpvJq0BSQ,1150424460786200577,80,2019-07-14 15:18:59,Twitter for Android,0,0,kpsivaram,1,15,7,14,JUL
6,@JioCare The superfast network of @reliancejio .... A tweet cannot download in 40 seconds.... Great work by… https://t.co/ZvQIH5ycx7,1150424434165112837,132,2019-07-14 15:18:53,Twitter for Android,0,0,loveboat21,1,15,7,14,JUL
7,It took 30 seconds to post this tweet @reliancejio @JioCare,1150423816033591296,59,2019-07-14 15:16:26,Twitter for Android,0,0,ankit3976,0,15,7,14,JUL
0,"@JioCare @reliancejio stop lootofying Indian public by taking money and not providing network range.
 You fucking r… https://t.co/RKVHXlQCSe",1150426720601698306,140,2019-07-14 15:27:58,Twitter for Android,0,0,hnimodiya,-1,15,7,14,JUL
0,"@Idea , @idea_cares ,
There is network issue with my no. From morning. Tried all methods to join network. This is 2… https://t.co/xvcisRTpbD",1150431532907036673,140,2019-07-14 15:47:06,Twitter for Android,0,0,AkashCh09596064,0,15,7,14,JUL
1,"RT @sid_hant_: my jio gigafiber id -300840757684
is not working from 26-06-2019 till now.after raising numerous complaints,still issue is n…",1150430235306762249,140,2019-07-14 15:41:56,Twitter for iPhone,0,1,sid_hant_,0,15,7,14,JUL
